# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:gr.fac. D_wCDM         6:gr.fac. D          
       2.216329670122e+13       1.538746596215e-24       2.091292117257e-08       1.059811856934e+21       4.511964142702e-14       1.093329790095e-16 
       2.200923207669e+13       1.560364447144e-24       2.105844032485e-08       1.045128841835e+21       4.543547891701e-14       1.108689980315e-16 
       2.185623840783e+13       1.582286007262e-24       2.120577846654e-08       1.030649250515e+21       4.575352726943e-14       1.124265965848e-16 
       2.170430825008e+13       1.604515543377e-24       2.135493559763e-08       1.016370264667e+21       4.607380196032e-14       1.140060778401e-16 
       2.155343421061e+13       1.627057382245e-24       2.150409272872e-08       1.002289105031e+21       4.639631857404e-14       1.156077492276e-16 
       2.140360894797e+13       1.649915911408e-24       2.165506884921e-08       9.884030308516e+20       4.672109280406e-14       1.172319224964e-16 
       2.125482517177e+13       1.673095580047e-24       2.180604496971e-08       9.747093393437e+20       4.704814045369e-14       1.188789137754e-16 
       2.110707564227e+13       1.696600899850e-24       2.195884007961e-08       9.612053651690e+20       4.737747743686e-14       1.205490436350e-16 
       2.096035317008e+13       1.720436445892e-24       2.211345417891e-08       9.478884799152e+20       4.770911977892e-14       1.222426371489e-16 
       2.081465061577e+13       1.744606857519e-24       2.226806827821e-08       9.347560915850e+20       4.804308361737e-14       1.239600239581e-16 
       2.066996088955e+13       1.769116839260e-24       2.242268237751e-08       9.218056440917e+20       4.837938520270e-14       1.257015383346e-16 
       2.052627695089e+13       1.793971161734e-24       2.258093445562e-08       9.090346167614e+20       4.871804089911e-14       1.274675192466e-16 
       2.038359180823e+13       1.819174662584e-24       2.273918653373e-08       8.964405238424e+20       4.905906718541e-14       1.292583104244e-16 
       2.024189851860e+13       1.844732247418e-24       2.289743861184e-08       8.840209140219e+20       4.940248065571e-14       1.310742604274e-16 
       2.010119018729e+13       1.870648890762e-24       2.305750967935e-08       8.717733699480e+20       4.974829802030e-14       1.329157227120e-16 
       1.996145996752e+13       1.896929637027e-24       2.321939973626e-08       8.596955077600e+20       5.009653610644e-14       1.347830557003e-16 
       1.982270106010e+13       1.923579601497e-24       2.338128979318e-08       8.477849766239e+20       5.044721185918e-14       1.366766228497e-16 
       1.968490671310e+13       1.950603971318e-24       2.354499883950e-08       8.360394582751e+20       5.080034234220e-14       1.385967927240e-16 
       1.954807022155e+13       1.978008006510e-24       2.371052687522e-08       8.244566665670e+20       5.115594473859e-14       1.405439390649e-16 
       1.941218492706e+13       2.005797040993e-24       2.387605491094e-08       8.130343470261e+20       5.151403635176e-14       1.425184408647e-16 
       1.927724421754e+13       2.033976483621e-24       2.404340193607e-08       8.017702764133e+20       5.187463460623e-14       1.445206824403e-16 
       1.914324152685e+13       2.062551819238e-24       2.421074896120e-08       7.906622622909e+20       5.223775704847e-14       1.465510535077e-16 
       1.901017033451e+13       2.091528609746e-24       2.438173396513e-08       7.797081425960e+20       5.260342134781e-14       1.486099492583e-16 
       1.887802416535e+13       2.120912495183e-24       2.455089997966e-08       7.689057852199e+20       5.297164529724e-14       1.506977704353e-16 
       1.874679658923e+13       2.150709194827e-24       2.472370397300e-08       7.582530875928e+20       5.334244681432e-14       1.528149234121e-16 
       1.861648122068e+13       2.180924508305e-24       2.489650796633e-08       7.477479762746e+20       5.371584394202e-14       1.549618202709e-16 
       1.848707171865e+13       2.211564316721e-24       2.507113094907e-08       7.373884065515e+20       5.409185484962e-14       1.571388788838e-16 
       1.835856178615e+13       2.242634583805e-24       2.524575393181e-08       7.271723620377e+20       5.447049783357e-14       1.593465229931e-16 
       1.823094516996e+13       2.274141357072e-24       2.542401489336e-08       7.170978542833e+20       5.485179131840e-14       1.615851822945e-16 
       1.810421566034e+13       2.306090768997e-24       2.560045686550e-08       7.071629223872e+20       5.523575385763e-14       1.638552925204e-16 
       1.797836709070e+13       2.338489038209e-24       2.578053681646e-08       6.973656326150e+20       5.562240413463e-14       1.661572955248e-16 
       1.785339333734e+13       2.371342470706e-24       2.596061676741e-08       6.877040780233e+20       5.601176096358e-14       1.684916393695e-16 
       1.772928831911e+13       2.404657461076e-24       2.614251570776e-08       6.781763780880e+20       5.640384329032e-14       1.708587784109e-16 
       1.760604599713e+13       2.438440493746e-24       2.632623363752e-08       6.687806783385e+20       5.679867019335e-14       1.732591733886e-16 
       1.748366037451e+13       2.472698144241e-24       2.650995156728e-08       6.595151499966e+20       5.719626088471e-14       1.756932915154e-16 
       1.736212549603e+13       2.507437080469e-24       2.669548848644e-08       6.503779896209e+20       5.759663471090e-14       1.781616065677e-16 
       1.724143544790e+13       2.542664064011e-24       2.688284439500e-08       6.413674187553e+20       5.799981115388e-14       1.806645989782e-16 
       1.712158435740e+13       2.578385951445e-24       2.707020030357e-08       6.324816835830e+20       5.840580983195e-14       1.832027559291e-16 
       1.700256639265e+13       2.614609695676e-24       2.725937520154e-08       6.237190545856e+20       5.881465050078e-14       1.857765714469e-16 
       1.688437576231e+13       2.651342347289e-24       2.745036908891e-08       6.150778262057e+20       5.922635305428e-14       1.883865464990e-16 
       1.676700671531e+13       2.688591055925e-24       2.764318196569e-08       6.065563165154e+20       5.964093752566e-14       1.910331890906e-16 
       1.665045354052e+13       2.726363071668e-24       2.783599484246e-08       5.981528668889e+20       6.005842408834e-14       1.937170143639e-16 
       1.653471056656e+13       2.764665746461e-24       2.803062670864e-08       5.898658416796e+20       6.047883305696e-14       1.964385446985e-16 
       1.641977216143e+13       2.803506535532e-24       2.822707756422e-08       5.816936279016e+20       6.090218488836e-14       1.991983098128e-16 
       1.630563273230e+13       2.842892998848e-24       2.842534740921e-08       5.736346349161e+20       6.132850018258e-14       2.019968468671e-16 
       1.619228672522e+13       2.882832802587e-24       2.862361725420e-08       5.656872941214e+20       6.175779968386e-14       2.048347005686e-16 
       1.607972862485e+13       2.923333720629e-24       2.882370608859e-08       5.578500586478e+20       6.219010428165e-14       2.077124232766e-16 
       1.596795295417e+13       2.964403636069e-24       2.902561391238e-08       5.501214030567e+20       6.262543501162e-14       2.106305751110e-16 
       1.585695427425e+13       3.006050542751e-24       2.922934072558e-08       5.424998230432e+20       6.306381305670e-14       2.135897240606e-16 
       1.574672718396e+13       3.048282546824e-24       2.943488652818e-08       5.349838351437e+20       6.350525974810e-14       2.165904460937e-16 
       1.563726631972e+13       3.091107868323e-24       2.964043233078e-08       5.275719764470e+20       6.394979656633e-14       2.196333252706e-16 
       1.552856635524e+13       3.134534842764e-24       2.984779712278e-08       5.202628043096e+20       6.439744514230e-14       2.227189538571e-16 
       1.542062200123e+13       3.178571922768e-24       3.005698090419e-08       5.130548960750e+20       6.484822725829e-14       2.258479324396e-16 
       1.531342800519e+13       3.223227679709e-24       3.026616468560e-08       5.059468487967e+20       6.530216484910e-14       2.290208700422e-16 
       1.520697915113e+13       3.268510805380e-24       3.047898644581e-08       4.989372789649e+20       6.575928000305e-14       2.322383842451e-16 
       1.510127025932e+13       3.314430113683e-24       3.069180820603e-08       4.920248222377e+20       6.621959496307e-14       2.355011013051e-16 
       1.499629618602e+13       3.360994542348e-24       3.090644895565e-08       4.852081331751e+20       6.668313212781e-14       2.388096562771e-16 
       1.489205182325e+13       3.408213154672e-24       3.112290869467e-08       4.784858849774e+20       6.714991405270e-14       2.421646931379e-16 
       1.478853209856e+13       3.456095141280e-24       3.134118742310e-08       4.718567692269e+20       6.761996345107e-14       2.455668649115e-16 
       1.468573197474e+13       3.504649821918e-24       3.156128514092e-08       4.653194956332e+20       6.809330319523e-14       2.490168337964e-16 
       1.458364644959e+13       3.553886647265e-24       3.178138285875e-08       4.588727917818e+20       6.856995631760e-14       2.525152712941e-16 
       1.448227055570e+13       3.603815200770e-24       3.200329956599e-08       4.525154028870e+20       6.904994601182e-14       2.560628583402e-16 
       1.438159936018e+13       3.654445200524e-24       3.222885425203e-08       4.462460915472e+20       6.953329563390e-14       2.596602854367e-16 
       1.428162796443e+13       3.705786501144e-24       3.245440893807e-08       4.400636375043e+20       7.002002870334e-14       2.633082527865e-16 
       1.418235150390e+13       3.757849095696e-24       3.267996362410e-08       4.339668374059e+20       7.051016890426e-14       2.670074704296e-16 
       1.408376514787e+13       3.810643117640e-24       3.290915628895e-08       4.279545045716e+20       7.100374008659e-14       2.707586583814e-16 
       1.398586409917e+13       3.864178842797e-24       3.314016794320e-08       4.220254687613e+20       7.150076626720e-14       2.745625467726e-16 
       1.388864359402e+13       3.918466691357e-24       3.337117959745e-08       4.161785759482e+20       7.200127163107e-14       2.784198759919e-16 
       1.379209890170e+13       3.973517229902e-24       3.360582923051e-08       4.104126880935e+20       7.250528053249e-14       2.823313968294e-16 
       1.369622532443e+13       4.029341173463e-24       3.384047886357e-08       4.047266829254e+20       7.301281749622e-14       2.862978706231e-16 
       1.360101819705e+13       4.085949387606e-24       3.407694748603e-08       3.991194537205e+20       7.352390721869e-14       2.903200694071e-16 
       1.350647288685e+13       4.143352890550e-24       3.431523509789e-08       3.935899090880e+20       7.403857456922e-14       2.943987760619e-16 
       1.341258479329e+13       4.201562855307e-24       3.455716068856e-08       3.881369727581e+20       7.455684459121e-14       2.985347844664e-16 
       1.331934934786e+13       4.260590611859e-24       3.479908627924e-08       3.827595833717e+20       7.507874250335e-14       3.027288996530e-16 
       1.322676201376e+13       4.320447649363e-24       3.504101186991e-08       3.774566942741e+20       7.560429370087e-14       3.069819379638e-16 
       1.313481828576e+13       4.381145618386e-24       3.528657543939e-08       3.722272733117e+20       7.613352375678e-14       3.112947272099e-16 
       1.304351368993e+13       4.442696333176e-24       3.553395799827e-08       3.670703026304e+20       7.666645842307e-14       3.156681068321e-16 
       1.295284378345e+13       4.505111773958e-24       3.578315954655e-08       3.619847784779e+20       7.720312363203e-14       3.201029280646e-16 
       1.286280415437e+13       4.568404089268e-24       3.603418008424e-08       3.569697110083e+20       7.774354549746e-14       3.246000541005e-16 
       1.277339042142e+13       4.632585598315e-24       3.628520062193e-08       3.520241240893e+20       7.828775031594e-14       3.291603602602e-16 
       1.268459823378e+13       4.697668793383e-24       3.653985913843e-08       3.471470551123e+20       7.883576456815e-14       3.337847341610e-16 
